word,meaning,word_type,last_sound,can_combine
ಸೇರಿದ್ದಾರೆ,TODO,noun,ಎ,yes
ನಿ೦ದ,TODO,noun,ಅ,yes
ಬಗೆಯ,TODO,noun,ಅ,yes
ತುಂಬುವುದರ,TODO,noun,ಅ,yes
ಸರಸ್ವತಿ,TODO,noun,ಇ,yes
ಸ್ಪಷ್ಟವಾಗಿ,TODO,noun,ಇ,yes
ಒಂದನೆ,TODO,noun,ಎ,yes
ನಿಂತಿವೆ,TODO,noun,ಎ,yes
ದೀಪಗಳಿಂದ,TODO,noun,ಅ,yes
ಸಂಸ್ಕೃತಿಯನ್ನು,TODO,noun,ಉ,yes
ಕರ್ನಾಟಕ,TODO,noun,ಅ,yes
ಗಳನ್ನು,TODO,noun,ಉ,yes
ಪುರಾಣದ,TODO,noun,ಅ,yes
ಭಾಷೆಯೂ,TODO,noun,ಊ,yes
ಜೆ,TODO,noun,ಎ,yes
ಕಾವೇರಿ,TODO,noun,ಇ,yes
ಎರಡನೆಯ,TODO,noun,ಅ,yes
ಮಹಾಲಕ್ಷ್ಮೀ,TODO,noun,ಈ,yes
ಇಂದಿನವರೆಗೂ,TODO,noun,ಊ,yes
ಮಸಣಿಕಮ್ಮ,TODO,noun,ಅ,yes
ಇವುಗಳು,TODO,noun,ಉ,yes
ಚಾರ್ನೊಕೈಟ್,TODO,noun,ಟ,yes
ಕಷ್ಟ,TODO,noun,ಅ,yes
ಗುಲ್ಬರ್ಗಾದ,TODO,noun,ಅ,yes
ಸಃ,TODO,noun,ಃ,yes
ನಂಬಲಾಗಿದೆ,TODO,noun,ಎ,yes
ಅಭಯಾರಣ್ಯ,TODO,noun,ಅ,yes
೨೦೦೪,TODO,noun,ಅ,yes
ಬೆಂಗಳೂರಿನ,TODO,noun,ಅ,yes
ನೇತ್ರಗಳನ್ನು,TODO,noun,ಉ,yes
ಜಾನಪದ,TODO,noun,ಅ,yes
ಶೈಲಿಯಲ್ಲಿ,TODO,noun,ಇ,yes
ಅದೇ,TODO,noun,ಏ,yes
ಬಾಳಿ,TODO,noun,ಇ,yes
ಬಿಜಾಪುರದಿಂದ,TODO,noun,ಅ,yes
ವಿಮರ್ಶೆ,TODO,noun,ಎ,yes
ಬೃಹತ್,TODO,noun,ತ,yes
ಕಾಲುವೆಯ,TODO,noun,ಅ,yes
ಒಬ್ಬರು,TODO,noun,ಉ,yes
ಎಂಟು,TODO,noun,ಉ,yes
ಮೊರ್ಟಾರ್,TODO,noun,ರ,yes
ಜನರಿದ್ದಾರೆ,TODO,noun,ಎ,yes
ವರ್ಣ,TODO,noun,ಅ,yes
ನಡೆಯಿತು,TODO,noun,ಉ,yes
ಮಂಗಳೂರು,TODO,noun,ಉ,yes
ಮೈಲಿ,TODO,noun,ಇ,yes
ಕೋಟಿಗಿಂತ,TODO,noun,ಅ,yes
ಮದ್ದೂರಮ್ಮ,TODO,noun,ಅ,yes
ಅತಿಶಯ,TODO,noun,ಅ,yes
ವೊದಲಾದ,TODO,noun,ಅ,yes
ಸ್ಥಳಕ್ಕೆ,TODO,noun,ಎ,yes
ಕರೆದಿರುವ,TODO,noun,ಅ,yes
ಕನ್ನೇಗೌಡನ,TODO,noun,ಅ,yes
ನೀಡಿ,TODO,noun,ಇ,yes
ಅರಮನೆ,TODO,noun,ಎ,yes
ಮುಖ್ಯ,TODO,noun,ಅ,yes
ಬುದ್ಧಿಜೀವಿಗಳಂತೆ,TODO,noun,ಎ,yes
ಬೆಳೆದುಕೊಂಡು,TODO,noun,ಉ,yes
ತೇಜಸ್ವಿ,TODO,noun,ಇ,yes
ನಗರವನ್ನು,TODO,noun,ಉ,yes
ಅಡಿಗರು,TODO,noun,ಉ,yes
ಧ್ಯಾನಶೀಲರು,TODO,noun,ಉ,yes
ಸಂಪೂರ್ಣವಾಗಿ,TODO,noun,ಇ,yes
ನಂತರದ,TODO,noun,ಅ,yes
ಹೋದಳು,TODO,noun,ಉ,yes
ಸನಿಹದಲ್ಲಿ,TODO,noun,ಇ,yes
ದ್ವಾಪರವಾಗುವುದು,TODO,noun,ಉ,yes
ಪಡೆದಿವೆ,TODO,noun,ಎ,yes
ಭಾರತೀಯ,TODO,noun,ಅ,yes
ಭವ್ಯ,TODO,noun,ಅ,yes
ಅವನ,TODO,noun,ಅ,yes
ಮಹಿಳೆಯಿಂದ,TODO,noun,ಅ,yes
ಸಂಸ್ಥಾನದ,TODO,noun,ಅ,yes
ಇದೆ,TODO,noun,ಎ,yes
ಆರಾಧನೆಯನ್ನು,TODO,noun,ಉ,yes
ಕೊಠಡಿಯನ್ನು,TODO,noun,ಉ,yes
ಧಾರ್ಮಿಕ,TODO,noun,ಅ,yes
ತೆಗೆದುಕೊಂಡು,TODO,noun,ಉ,yes
ಅವುಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ಭಕ್ತರು,TODO,noun,ಉ,yes
ಕಾಲೇಜಿನ,TODO,noun,ಅ,yes
ಪ್ರತ್ಯಯ,TODO,noun,ಅ,yes
ಜನಪ್ರಿಯವಾಗಿ,TODO,noun,ಇ,yes
ತ್ರಿವೇಣಿ,TODO,noun,ಇ,yes
ಕೃಷ್ಣರಾಜ,TODO,noun,ಅ,yes
ನೆಮ್ಮದಿಯಾದಂಥ,TODO,noun,ಅ,yes
ಎತ್ತರದಲ್ಲಿದೆ,TODO,noun,ಎ,yes
ದಾವಣಗೆರೆ,TODO,noun,ಎ,yes
೬೦,TODO,noun,ಅ,yes
ನೇರವಾಗಿ,TODO,noun,ಇ,yes
ಆದಿಚುಂಚನಗಿರಿ,TODO,noun,ಇ,yes
ಆಧುನಿಕ,TODO,noun,ಅ,yes
ಶರಣಬಸವೇಶ್ವರ,TODO,noun,ಅ,yes
ಮೂಡಲಪಾಳ್ಯದ,TODO,noun,ಅ,yes
ಪ್ರಸಿದ್ಧವಾಗಿದೆ,TODO,noun,ಎ,yes
ಕಂಡಾಗ,TODO,noun,ಅ,yes
ಪ್ರತಿಭಟಿಸಿದ,TODO,noun,ಅ,yes
ಸಮಸ್ತ,TODO,noun,ಅ,yes
ಕೋಟಿಗೂ,TODO,noun,ಊ,yes
ಬೃಂದಾವನ,TODO,noun,ಅ,yes
ಸಾಹಿತ್ಯದಲ್ಲಿ,TODO,noun,ಇ,yes
ಅಂಶಗಳಲ್ಲಿ,TODO,noun,ಇ,yes
ಅವಧಿಯಲ್ಲಿ,TODO,noun,ಇ,yes
ಉಚ್ಚವರ್ಣದ,TODO,noun,ಅ,yes
ಎಲ್,TODO,noun,ಲ,yes
ಜ್ವಾಲಾಮುಖಿ,TODO,noun,ಇ,yes
ಇದರಲ್ಲಿ,TODO,noun,ಇ,yes
ಕಲ್ಲು,TODO,noun,ಉ,yes
ರೂಪವನ್ನು,TODO,noun,ಉ,yes
ಕಾನೂರು,TODO,noun,ಉ,yes
ತೊಡುಗೆ,TODO,noun,ಎ,yes
ಪ್ರಕಾರದ,TODO,noun,ಅ,yes
ಗ್ರಾಮದೇವತೆ,TODO,noun,ಎ,yes
ರಕ್ಕಸರನ್ನು,TODO,noun,ಉ,yes
ಸ್ಪರ್ಶವಿದೆ,TODO,noun,ಎ,yes
ನೆನಪಿಗೆ,TODO,noun,ಎ,yes
ತುಳುನಾಡಿನ,TODO,noun,ಅ,yes
ಸಮಯದಲ್ಲಿ,TODO,noun,ಇ,yes
ಕಾಲಾಕ್ರಮೇಣವಾಗಿ,TODO,noun,ಇ,yes
ತಪಸ್ವಿ,TODO,noun,ಇ,yes
ಒಟ್ಟು,TODO,noun,ಉ,yes
ಸಂಸ್ಕೃತ,TODO,noun,ಅ,yes
ಸೇರ್ಪಡೆಗೊಂಡಿವೆ,TODO,noun,ಎ,yes
ಸಮಯಕ್ಕೆ,TODO,noun,ಎ,yes
ಬುದ್ಧವಿಹಾರ,TODO,noun,ಅ,yes
ಅರ್ಥ,TODO,noun,ಅ,yes
ಭೇಟಿ,TODO,noun,ಇ,yes
ಸುಣ್ಣದ,TODO,noun,ಅ,yes
ಸವದತ್ತಿ,TODO,noun,ಇ,yes
ಅಲ್ಲ,TODO,noun,ಅ,yes
ನರಸಿಂಹನ,TODO,noun,ಅ,yes
ದೋಷಗಳನ್ನು,TODO,noun,ಉ,yes
ಕ್ರಾಂತಿಯ,TODO,noun,ಅ,yes
ಪೂರ್ಣಗೊಳಿಸಲಾಯಿತೆಂದು,TODO,noun,ಉ,yes
ಕಟ್ಟಿದ್ದಾರೆ,TODO,noun,ಎ,yes
ಆಸಕ್ತ,TODO,noun,ಅ,yes
ಯೋಜನೆ,TODO,noun,ಎ,yes
ಸೀತಮ್ಮ,TODO,noun,ಅ,yes
ಎರಡು,TODO,noun,ಉ,yes
ರಲ್ಲಿ,TODO,noun,ಇ,yes
ಪ್ರಥಮ,TODO,noun,ಅ,yes
ಮಹಿಷ,TODO,noun,ಅ,yes
ಅವರದು,TODO,noun,ಉ,yes
ಕಾಮಾಕ್ಷಿ,TODO,noun,ಇ,yes
ಎಂದರ್ಥ,TODO,noun,ಅ,yes
ಸಚೇತನಗೊಳಿಸುತ್ತಿದೆ,TODO,noun,ಎ,yes
ಅಂತ್ಯಗೊಂಡಿತು,TODO,noun,ಉ,yes
ವಿವರಗಳನ್ನು,TODO,noun,ಉ,yes
ಹೀಗಾಗಿ,TODO,noun,ಇ,yes
ದೇವಿ,TODO,noun,ಇ,yes
ದಾಖಲಿಸಿದೆ,TODO,noun,ಎ,yes
ಪಕ್ಷಿಗಳ,TODO,noun,ಅ,yes
ಅಂದಿನ,TODO,noun,ಅ,yes
ಭಾಗವು,TODO,noun,ಉ,yes
ಬೆಳೆಸಿದರು,TODO,noun,ಉ,yes
ಉದ್ದಕ್ಕೂ,TODO,noun,ಊ,yes
ಮೈಸೂರಿನಿಂದ,TODO,noun,ಅ,yes
ಆದರಾತಿಥ್ಯವು,TODO,noun,ಉ,yes
ಯಾವ,TODO,noun,ಅ,yes
ಬಂದದ್ದು,TODO,noun,ಉ,yes
ರಾಜ್ಯವು,TODO,noun,ಉ,yes
ಸಮುದ್ರಮಟ್ಟಕ್ಕಿಂತ,TODO,noun,ಅ,yes
ಮೂಡಿ,TODO,noun,ಇ,yes
ವಾದ,TODO,noun,ಅ,yes
ಗಾಂಧಿನಗರ,TODO,noun,ಅ,yes
ಪ್ರಕಟಿಸಿತು,TODO,noun,ಉ,yes
ಬಾದಾಮಿ,TODO,noun,ಇ,yes
ಹತ್ತಿರದ,TODO,noun,ಅ,yes
ಅಮರೇಶ,TODO,noun,ಅ,yes
ಭತ್ತಿಲಿಂಗೇಶ್ದವರ,TODO,noun,ಅ,yes
ಅದಕ್ಕವಳು,TODO,noun,ಉ,yes
ಊಡುಗೋರೆ,TODO,noun,ಎ,yes
ವೈಭವಯುತವಾಗಿ,TODO,noun,ಇ,yes
ಸರ್ಕಾರ,TODO,noun,ಅ,yes
ದೂರದಲ್ಲಿರುವ,TODO,noun,ಅ,yes
ಸುಲಭವಾಗಿ,TODO,noun,ಇ,yes
ತಡೆಯದೆ,TODO,noun,ಎ,yes
ಮೀಮಾಂಸೆಯ,TODO,noun,ಅ,yes
ಕಟ್ಟಡಗಳು,TODO,noun,ಉ,yes
ಆಕೆಯ,TODO,noun,ಅ,yes
ಸ್ಥಳಿಯ,TODO,noun,ಅ,yes
ಈತ,TODO,noun,ಅ,yes
ತಂದುಕೊಡುತ್ತಿದೆ,TODO,noun,ಎ,yes
ನೆಲೆಬೀಡಾಗಿತ್ತು,TODO,noun,ಉ,yes
ತಾಲ್ಲೂಕಿನ,TODO,noun,ಅ,yes
ನಿರಾಶಾವಾದಿ,TODO,noun,ಇ,yes
ಕೇಂದ್ರ,TODO,noun,ಅ,yes
ಅಷ್ಟಲಕ್ಷ್ಮೀಯರ,TODO,noun,ಅ,yes
ವೈಟ್,TODO,noun,ಟ,yes
೧೫೬೫ರವರೆಗೆ,TODO,noun,ಎ,yes
ಎಂದೂ,TODO,noun,ಊ,yes
ಅಂಗಳ,courtyard,noun,ಅ,yes
ಸೂರ್ಯ,sun,noun,ಅ,yes
ಉದಯ,rise,noun,ಅ,yes
ದೇವ,god,noun,ಅ,yes
ಇಂದ್ರ,Indra,noun,ಇ,yes
ಹೊಸ್,new,adjective,್,yes
ಗನ್ನಡ,Kannada,noun,ಅ,yes
ಮಳೆ,rain,noun,ಎ,yes
ಗಾಲ,season,noun,ಅ,yes
